









Frequency of observations in the selected location(s).:
Number of taxa: 	604

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Canvasback (<em class="sci">Aythya valisineria</em>)	0.0113214	0.0095652	0.0075188	0.0166803	0.0230474	0.0260237	0.0121786	0.0141812	0.024168	0.0175254	0.0055578	0.0033512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012229	0.0041565	0.0018634	0.0026359	0.0136469	0.0081338	0.0057307	0.0069379	0.0108827	
Redhead (<em class="sci">Aythya americana</em>)	0.0314295	0.0211594	0.0156642	0.0254307	0.0320102	0.0371221	0.032138	0.0169259	0.0154517	0.0119173	0.0055578	0.0035746	2.943E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.786E-4	0.001641	7.564E-4	0.0116732	0.007824	0.0173913	0.0280066	0.0182927	0.0284681	0.0382044	0.0151372	0.0211608	
Ring-necked Duck (<em class="sci">Aythya collaris</em>)	0.1179453	0.1081159	0.0993108	0.1017227	0.1101152	0.0960582	0.1085927	0.1143641	0.1307448	0.1444094	0.1052005	0.0826631	0.0573867	0.0271084	0.0092844	0.0022701	1.166E-4	2.193E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.769E-4	0.0	0.0012278	0.0091821	0.0205124	0.02824	0.0633685	0.101467	0.1149068	0.0988468	0.1225319	0.1120651	0.1155683	0.0728477	0.098549	
Tufted Duck (<em class="sci">Aythya fuligula</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043582	0.0087627	0.0035728	0.0042449	5.886E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater Scaup (<em class="sci">Aythya marila</em>)	0.0239946	0.0428986	0.0322682	0.0437517	0.0512164	0.0367394	0.041272	0.0306496	0.02813	0.0164739	0.022628	0.0096068	0.0061801	0.0032859	4.529E-4	7.094E-4	5.831E-4	0.0013886	0.0011497	0.0010732	0.0012457	3.959E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001328	0.0	1.892E-4	0.0	0.0	0.0	4.722E-4	0.0038811	0.0047406	0.0053791	0.0194553	0.0408313	0.0369565	0.0425041	0.0377468	0.0248531	0.0296084	0.0293283	0.02237	
Lesser Scaup (<em class="sci">Aythya affinis</em>)	0.0486651	0.046087	0.0344612	0.0401969	0.0409731	0.0401837	0.0395805	0.0283623	0.0451664	0.0290922	0.0273918	0.0158624	0.0058858	0.0032859	0.0027174	4.257E-4	9.329E-4	0.0010963	4.106E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.083E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	9.44E-5	2.84E-4	0.0018233	0.0073962	0.0156754	0.0511002	0.0475155	0.0523888	0.0513937	0.0492544	0.0429799	0.0350047	0.0359734	
Greater/Lesser Scaup (<em class="sci">Aythya marila/affinis</em>)	0.0064211	0.0124638	0.0100251	0.0117583	0.006402	0.0099502	0.0071042	0.0086917	0.0071315	0.0063091	0.0075427	0.0022341	0.0014715	0.0010953	2.264E-4	1.419E-4	2.332E-4	5.847E-4	4.106E-4	1.342E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.778E-4	0.0014199	0.0012763	0.0030257	0.0104503	0.0195599	0.0251553	0.0283361	0.0194541	0.0207863	0.012894	0.0107222	0.0078597	
Aythya sp. (<em class="sci">Aythya sp.</em>)	5.069E-4	0.0011594	3.133E-4	8.203E-4	4.268E-4	0.0	0.0	0.0	0.0011886	0.002103	0.0	2.234E-4	0.0	2.738E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.892E-4	0.0	0.0	0.0	0.0	5.68E-4	5.47E-4	8.405E-4	0.0021123	0.0080685	0.0108696	0.0075783	0.0090012	0.0081338	0.0062082	0.0050457	0.0036276	
King Eider (<em class="sci">Somateria spectabilis</em>)	1.69E-4	0.004058	0.0012531	0.0027345	0.002134	0.0011481	0.0	0.0	7.924E-4	0.0	0.0	0.0	0.0	5.476E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010006	0.0	0.0021739	0.0032949	0.0034843	4.519E-4	0.0	6.307E-4	6.046E-4	
Common Eider (<em class="sci">Somateria mollissima</em>)	0.0263603	0.0330435	0.0344612	0.0221493	0.0200598	0.0126292	0.0128552	0.0114364	0.0095087	0.0087627	0.0035728	0.0013405	0.0026486	0.004655	0.002038	0.0028377	8.163E-4	0.0011693	0.0026279	0.0013416	6.229E-4	0.0015	0.0022788	0.0013342	0.0	0.0039082	0.0036183	0.0036331	0.0	0.0	0.0	0.0	9.011E-4	0.0015074	0.0017067	0.004439	0.0043544	0.0041025	0.0030257	0.009005	0.0242054	0.0301242	0.0362438	0.0287456	0.0379575	0.0334288	0.0296436	0.0278114	
eider sp. (<em class="sci">Polysticta/Somateria sp.</em>)	0.0	0.0	0.0	0.0	4.268E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.295E-4	0.0	0.0	0.0	0.0	0.0	
Harlequin Duck (<em class="sci">Histrionicus histrionicus</em>)	0.013856	0.0185507	0.0162907	0.013399	0.0123773	0.0149254	0.0081191	0.0096066	0.0091125	0.0059586	0.0015879	0.0051385	0.0029429	0.0065717	0.0018116	1.419E-4	1.166E-4	2.923E-4	8.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.4E-5	0.0026681	0.005868	0.0021739	0.0039539	0.0049361	0.0067781	0.0038204	0.0094607	0.0069528	
Surf Scoter (<em class="sci">Melanitta perspicillata</em>)	0.1591754	0.1591304	0.1738722	0.1512168	0.1421255	0.1285878	0.1190798	0.1468435	0.1564976	0.1892744	0.1730846	0.142538	0.1233078	0.1089814	0.0765399	0.0553348	0.0307872	0.028064	0.0330952	0.0342098	0.0205543	0.0316706	0.0265856	0.0116744	0.0098755	0.0073278	0.0108548	0.0112019	0.0037965	0.0059761	0.004893	0.0039728	0.0020275	0.0037686	0.0012413	0.0146392	0.0410829	0.0669159	0.098504	0.1445247	0.1885086	0.192236	0.1713344	0.1707317	0.1540895	0.1771729	0.179754	0.1937727	
White-winged Scoter (<em class="sci">Melanitta deglandi</em>)	0.0184184	0.0278261	0.0203634	0.0131255	0.0196329	0.0137773	0.0135318	0.0178408	0.0249604	0.0234841	0.0210401	0.0205541	0.0114773	0.0128697	0.0092844	0.0072361	0.0058309	0.0051158	0.0082943	0.006842	0.0	0.0	0.0	3.336E-4	8.587E-4	0.0015	4.523E-4	0.0015	0.0	0.0	0.0	0.0	0.0	1.884E-4	9.31E-4	5.667E-4	0.0041651	0.0089343	0.0167255	0.0430239	0.0789731	0.0658385	0.0563427	0.0513937	0.05061	0.0444126	0.0409965	0.0214631	
Black Scoter (<em class="sci">Melanitta americana</em>)	0.1581615	0.1666667	0.1694862	0.1378179	0.1203585	0.1293532	0.1329499	0.1596523	0.1747227	0.2078514	0.2127829	0.1700179	0.1389052	0.1180175	0.0842391	0.0678207	0.0527114	0.0469195	0.0644658	0.0536625	0.0379944	0.0597783	0.0440562	0.0413609	0.0463718	0.0356619	0.0343736	0.0305783	0.0246773	0.0285525	0.0171254	0.0191071	0.0164451	0.0165819	0.0145849	0.0419343	0.0623817	0.1039293	0.1489326	0.1871039	0.2330073	0.2329193	0.1920923	0.1988966	0.1780389	0.1891117	0.1794387	0.1825877	
Surf/Black Scoter (<em class="sci">Melanitta perspicillata/americana</em>)	0.0265292	0.0365217	0.0288221	0.0243369	0.0226206	0.0229621	0.0192828	0.0283623	0.0372425	0.0385559	0.0345375	0.0288204	0.027369	0.0210843	0.017663	0.0099319	0.0038484	0.0012424	0.0014782	0.0014757	9.343E-4	7.918E-4	7.596E-4	3.336E-4	4.294E-4	0.0	0.0015	6.055E-4	0.0	9.96E-4	3.058E-4	3.784E-4	0.0	3.769E-4	3.103E-4	0.0051001	0.012022	0.0281703	0.0359724	0.0757087	0.0819071	0.0847826	0.0668863	0.0659117	0.0591957	0.0601719	0.0586566	0.0341596	
scoter sp. (<em class="sci">Melanitta sp.</em>)	0.0133491	0.0249275	0.0213033	0.01586	0.0115237	0.01416	0.0145467	0.0164684	0.0190174	0.0203295	0.024216	0.0183199	0.0200118	0.0117744	0.0070199	0.0038309	0.002449	5.847E-4	0.0013961	8.049E-4	9.343E-4	3.959E-4	3.798E-4	6.671E-4	0.0	0.0	9.046E-4	9.083E-4	0.0015186	9.96E-4	0.0	1.892E-4	0.0	1.884E-4	7.758E-4	0.0017945	0.0042598	0.0107576	0.0212641	0.032796	0.0506112	0.0493789	0.0392092	0.0383275	0.04338	0.0362942	0.0305897	0.0232769	
Long-tailed Duck (<em class="sci">Clangula hyemalis</em>)	0.1316323	0.1715942	0.1864035	0.1520372	0.1498079	0.1469575	0.1048714	0.1184812	0.139065	0.146863	0.1071854	0.0857909	0.0565038	0.0325849	0.0104167	0.0048241	0.0040816	0.0072353	0.0036134	0.0021465	6.229E-4	0.0023753	0.001899	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.889E-4	0.0	2.735E-4	0.001765	0.0094497	0.0339853	0.0450311	0.0477759	0.0682346	0.0890194	0.1179561	0.1390728	0.1599154	
Bufflehead (<em class="sci">Bucephala albeola</em>)	0.2710375	0.26	0.2509398	0.2346185	0.238583	0.234979	0.2117727	0.2543458	0.2230586	0.2355415	0.2179436	0.1816354	0.1424367	0.1021358	0.0602355	0.0143303	0.0051312	0.0020463	0.0013961	0.0049638	0.0040486	0.0023753	0.0	0.0020013	4.294E-4	9.77E-4	9.046E-4	6.055E-4	3.797E-4	6.64E-4	3.058E-4	5.675E-4	4.506E-4	1.884E-4	0.0	9.44E-5	0.0	9.12E-5	0.0031098	0.0224569	0.1026895	0.1751553	0.200659	0.2450639	0.2458202	0.2402101	0.1914223	0.2542322	
Common Goldeneye (<em class="sci">Bucephala clangula</em>)	0.0125042	0.0121739	0.0081454	0.0144928	0.0179257	0.0160735	0.0125169	0.0091491	0.0051506	0.0035051	0.0027789	0.0013405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.12E-5	0.0	4.447E-4	0.0031785	0.0031056	0.0075783	0.0052265	0.018075	0.0133715	0.013245	0.0072551	
Common/Barrow's Goldeneye (<em class="sci">Bucephala clangula/islandica</em>)	0.0	0.0	0.0	0.0	0.0	3.827E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hooded Merganser (<em class="sci">Lophodytes cucullatus</em>)	0.1377154	0.1446377	0.1641604	0.1591468	0.1655997	0.1557597	0.1356563	0.1184812	0.1077655	0.0820189	0.0547836	0.038874	0.0223661	0.0158817	0.0054348	0.001277	3.499E-4	0.0015	8.21E-5	5.366E-4	0.0	0.0	0.0	0.0	8.587E-4	4.885E-4	0.0	3.028E-4	0.0	6.64E-4	3.058E-4	1.892E-4	0.0	3.769E-4	0.0015	5.667E-4	1.893E-4	7.293E-4	1.681E-4	0.0063369	0.0244499	0.0754658	0.1163097	0.1364692	0.1730682	0.1575931	0.1485336	0.1444982	
Common Goldeneye x Hooded Merganser (hybrid) (<em class="sci">Bucephala clangula x Lophodytes cucullatus</em>)	0.0	2.899E-4	0.0	2.734E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Merganser (<em class="sci">Mergus merganser</em>)	0.0074349	0.0121739	0.0087719	0.021329	0.0179257	0.0206659	0.0182679	0.016011	0.0146593	0.0108658	0.0063517	0.0053619	0.0023543	0.0013691	0.0011322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.681E-4	0.0	2.445E-4	0.0031056	0.0069193	0.0075494	0.0049706	0.0023878	0.0078839	0.0051391	
Red-breasted Merganser (<em class="sci">Mergus serrator</em>)	0.1081446	0.1591304	0.1484962	0.1561389	0.1468203	0.1595867	0.1420839	0.1866423	0.2028526	0.2166141	0.1885669	0.1912422	0.1565627	0.1213034	0.0828804	0.0446935	0.0199417	0.009647	0.011415	0.0052321	0.0015571	0.0043547	0.001899	0.0026684	0.0042937	0.0034196	9.046E-4	0.0018165	0.001139	9.96E-4	6.116E-4	0.0	0.0	1.884E-4	1.552E-4	1.889E-4	5.68E-4	0.0011852	0.0028576	0.0252362	0.0378973	0.0636646	0.0691928	0.0778165	0.0890194	0.1012416	0.1236203	0.0982467	
Common/Red-breasted Merganser (<em class="sci">Mergus merganser/serrator</em>)	0.0	2.899E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.904E-4	0.0	0.0	0.0	0.0	
merganser sp. (<em class="sci">Mergellus/Lophodytes/Mergus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Duck (<em class="sci">Oxyura jamaicensis</em>)	0.0958094	0.0785507	0.070802	0.0858627	0.0674349	0.0738615	0.0717185	0.0727356	0.050317	0.0304942	0.0357285	0.0185433	0.0208946	0.0142388	0.0070199	0.002412	0.0055977	0.0021194	0.0010676	0.0038905	0.0084086	0.0023753	0.0015192	0.0026684	0.0038643	0.0029311	4.523E-4	6.055E-4	0.0	0.0033201	0.0	1.892E-4	2.253E-4	1.884E-4	0.0021722	0.0099169	0.0256532	0.0464947	0.063372	0.0999444	0.106357	0.1170807	0.1192751	0.1065621	0.1025757	0.0936008	0.0671712	0.0888755	
duck sp. (<em class="sci">Anatidae (duck sp.)</em>)	0.0030416	0.0046377	0.0034461	0.0043752	0.004268	0.0049751	0.0030447	0.005032	0.0047544	0.0049071	0.0035728	0.003798	0.0041201	0.0021906	9.058E-4	0.0026958	0.001516	9.501E-4	6.57E-4	0.0010732	0.0018686	7.918E-4	7.596E-4	0.0010007	0.003435	9.77E-4	4.523E-4	0.001211	3.797E-4	0.00166	0.0012232	0.0022701	0.0011264	0.0024496	0.0037238	0.0038723	0.0045437	0.006564	0.0064717	0.0103391	0.0119804	0.0142857	0.0102142	0.0081301	0.0081338	0.0076409	0.0053611	0.0066505	
waterfowl sp. (<em class="sci">Anatidae sp.</em>)	0.0	0.0	0.0	2.734E-4	4.268E-4	3.827E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.31E-5	8.21E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.44E-5	0.0	9.12E-5	8.4E-5	0.0	2.445E-4	0.0	0.0	0.0	0.0	0.0	3.154E-4	0.0	
Helmeted Guineafowl (<em class="sci">Numida meleagris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.31E-5	0.0	1.342E-4	3.114E-4	7.918E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.32E-4	0.0	0.0	0.0	1.884E-4	0.0	0.0	0.0	9.12E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Bobwhite (<em class="sci">Colinus virginianus</em>)	0.0	5.797E-4	0.0	0.0	0.0	0.0	0.0	4.575E-4	0.0	3.505E-4	0.0015	0.0	5.886E-4	0.0010953	0.0015851	0.003689	0.0065306	0.0029233	0.0018888	0.0016099	0.0028029	0.0063341	0.029624	0.0093396	0.0047231	0.012213	0.0099502	0.0093854	0.0064541	0.0059761	0.0024465	0.0058645	0.0101374	0.0088562	0.0076028	0.0045334	0.0044491	0.0051053	0.0026895	0.0021123	2.445E-4	0.0046584	0.0019769	0.0011614	0.0	4.776E-4	0.0	3.023E-4	
Wild Turkey (<em class="sci">Meleagris gallopavo</em>)	0.0052383	0.004058	0.0050125	0.0043752	0.006402	0.0099502	0.0064276	0.0082342	0.0099049	0.0122678	0.0202461	0.0261394	0.0438493	0.0495619	0.0609149	0.0584563	0.0489796	0.0405613	0.0342449	0.0327341	0.0280287	0.0253365	0.01861	0.0200133	0.016316	0.0190523	0.0144731	0.0163488	0.015186	0.0182603	0.0204893	0.021188	0.0150935	0.0146976	0.0155159	0.0098224	0.0090875	0.0068375	0.0062195	0.0062257	0.0090465	0.0065217	0.0056013	0.0060976	0.0076819	0.004298	0.0107222	0.0060459	
Ring-necked Pheasant (<em class="sci">Phasianus colchicus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Indian Peafowl (<em class="sci">Pavo cristatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	1.342E-4	0.0	3.959E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.884E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chukar (<em class="sci">Alectoris chukar</em>)	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.166E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.294E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.884E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rock Pigeon (<em class="sci">Columba livia</em>)	0.1098344	0.1078261	0.1152882	0.0962538	0.0960307	0.0945274	0.0947226	0.0956084	0.1105388	0.1321416	0.1317983	0.1181859	0.1365509	0.1161008	0.1034873	0.0912316	0.08793	0.07798	0.0886097	0.0995439	0.1043289	0.1389549	0.1454615	0.1487658	0.1296694	0.1333659	0.1356852	0.1389646	0.1617312	0.1586985	0.1584098	0.1435868	0.1374183	0.1332203	0.1312645	0.1285417	0.119841	0.122436	0.1223735	0.1397443	0.1457213	0.139441	0.1189456	0.1277584	0.1373701	0.1117479	0.1315043	0.1112455	
Eurasian Collared-Dove (<em class="sci">Streptopelia decaocto</em>)	0.0013518	8.696E-4	3.133E-4	5.469E-4	0.0	0.0	0.0	0.0	3.962E-4	7.01E-4	0.0	2.234E-4	0.0	0.0	0.0	0.0022701	8.163E-4	7.31E-5	5.749E-4	9.391E-4	3.114E-4	7.918E-4	0.0015	0.0010007	8.587E-4	4.885E-4	0.0	0.0	7.593E-4	3.32E-4	3.058E-4	0.0015	0.0	1.884E-4	0.0	0.0	0.0015	0.0019145	0.0	1.112E-4	0.0	0.0	0.0015	0.0	4.519E-4	0.0	0.0	0.0	
White-winged Dove (<em class="sci">Zenaida asiatica</em>)	0.0018587	2.899E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.419E-4	0.0	0.0	3.285E-4	4.025E-4	0.0	7.918E-4	0.0	6.671E-4	0.0	0.0	9.046E-4	3.028E-4	3.797E-4	0.0	6.116E-4	0.0015134	0.0027033	3.769E-4	0.0017067	4.722E-4	0.0	8.205E-4	6.724E-4	2.223E-4	0.001956	0.0031056	0.0	0.0023229	0.0	0.0023878	0.0	0.0	
Mourning Dove (<em class="sci">Zenaida macroura</em>)	0.3355863	0.3365217	0.3114035	0.3308723	0.3422962	0.3539992	0.4018945	0.4492223	0.457607	0.4654749	0.4799524	0.4964254	0.4905827	0.5002738	0.490942	0.4716232	0.4723032	0.3909961	0.4244888	0.4586799	0.5269386	0.5494854	0.5138625	0.5356905	0.5543152	0.5451881	0.5671642	0.5597941	0.5763098	0.5687251	0.5960245	0.5995081	0.5316513	0.5142265	0.4723041	0.4068757	0.3535593	0.3486188	0.34157	0.3763202	0.3841076	0.365528	0.4069193	0.4027294	0.4713059	0.4465138	0.4203721	0.3464329	
pigeon/dove sp. (<em class="sci">Columbidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.166E-4	7.31E-5	0.0	0.0	3.114E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-billed Cuckoo (<em class="sci">Coccyzus americanus</em>)	1.69E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.058E-4	0.0090806	0.0653061	0.0732296	0.0961649	0.1018245	0.0787917	0.0680918	0.0619066	0.0653769	0.0553886	0.0508061	0.0420624	0.044505	0.0687168	0.0737052	0.0584098	0.0595914	0.0380716	0.0418315	0.0277735	0.0270117	0.0293449	0.0278056	0.0216003	0.0112285	0.002934	3.106E-4	9.885E-4	0.0	0.0	0.0	0.0	0.0	
Black-billed Cuckoo (<em class="sci">Coccyzus erythropthalmus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.257E-4	0.0081633	0.0104509	0.0087049	0.0052321	0.0046714	0.0015835	0.0037979	0.0033356	4.294E-4	4.885E-4	9.046E-4	0.0015138	0.0015186	0.0046481	0.0042813	0.0049187	0.0011264	0.0048992	0.0023274	0.0038723	0.0049224	0.002188	0.0010926	5.559E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-billed/Black-billed Cuckoo (<em class="sci">Coccyzus americanus/erythropthalmus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.499E-4	1.462E-4	4.106E-4	1.342E-4	3.114E-4	7.918E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.058E-4	3.784E-4	0.0	3.769E-4	0.0010861	0.0018889	9.466E-4	5.47E-4	2.521E-4	1.112E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Coccyzus sp. (<em class="sci">Coccyzus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.31E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.44E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
cuckoo sp. (Cuculidae sp.) (<em class="sci">Cuculidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.332E-4	0.0	0.0	0.0	0.0	0.0	3.798E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.884E-4	0.0	0.0	0.0	9.12E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Nighthawk (<em class="sci">Chordeiles acutipennis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.462E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Common Nighthawk (<em class="sci">Chordeiles minor</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.738E-4	2.264E-4	1.419E-4	0.0055977	0.0084046	0.0068983	0.0032197	0.0031143	0.0011876	7.596E-4	3.336E-4	0.0	0.0	0.0	3.028E-4	3.797E-4	0.0015	0.0024465	0.0215664	0.0313134	0.033729	0.0301009	0.0207782	0.0181749	0.0213328	0.0015969	4.447E-4	0.0	3.106E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Chuck-will's-widow (<em class="sci">Antrostomus carolinensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.738E-4	0.0043025	0.0146141	0.0279883	0.0339107	0.0156853	0.014623	0.0218001	0.0213777	0.0151918	0.0160107	0.0137398	0.0127015	0.0076888	0.0036331	0.0037965	9.96E-4	9.174E-4	0.0013243	6.758E-4	5.653E-4	4.655E-4	9.44E-5	0.0	0.0	0.0	0.0	0.0	0.0	6.59E-4	0.0	0.0	0.0	0.0	0.0	
Eastern Whip-poor-will (<em class="sci">Antrostomus vociferus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011772	0.0016429	0.0036232	0.0075199	0.0099125	0.0116203	0.0038597	0.0029514	0.0059172	0.0031671	0.0030384	0.0043362	0.0	4.885E-4	9.046E-4	6.055E-4	7.593E-4	0.0015	3.058E-4	0.0011351	6.758E-4	7.537E-4	4.655E-4	4.722E-4	9.47E-5	7.293E-4	4.202E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
